"ASV","s.control_high","s.control_low","s.GENERAL","s.pd_high","s.pd_low","index","stat","p.value","Domain","Phylum","Class","Order","Family","Genus","Species"
"9acab948cc8c490513c3f62be2215323",0,1,0,1,0,11,0.282357392754935,0.02,"d__Bacteria","p__Campilobacterota","c__Campylobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter",NA
"44dc7f1aa8950eb0a1df549b9daed3bc",1,0,0,1,0,8,0.334296441197633,0.045,"d__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__Enterorhabdus","s__uncultured_bacterium"
"8408059b62784f6a2740d42ac2aa1069",0,0,0,1,0,4,0.292094521835438,0.045,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Solobacterium","s__uncultured_bacterium"
"b287c87a16ef231b6b93625eceae36b1",1,0,0,1,0,8,0.399157977811026,0.015,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Acholeplasmatales","f__Acholeplasmataceae","g__Anaeroplasma","s__uncultured_bacterium"
"969deec2ae0da8684a13ab43a5339a7d",1,0,0,0,0,1,0.312548981745473,0.015,"d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Mailhella","s__Desulfovibrio_sp."
"970c4c927d69ee41accb2c1a29f9a023",1,1,0,0,0,6,0.545770246722948,0.005,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Eubacterium]_ruminantium_group","s__uncultured_bacterium"
"ecb427bf4473bf2f3205b06132125d07",1,0,0,1,1,21,0.393946946442515,0.01,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Howardella",NA
"c4af48baf45e8f24d7d7979a8699627f",0,0,0,0,1,5,0.270658645801692,0.04,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Phocea","s__uncultured_bacterium"
"f4c1c883e499e7bd0b79e8389fda2c1a",1,1,0,0,1,18,0.280834014832066,0.04,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Pseudoflavonifractor","s__uncultured_bacterium"
